"COD","DESCRICAO","EAN"
"2115336","DETERG PO ASSIM TR ACAO EMB ECO SH 2,4KG","7908324402797"
"2115344","TIRA MANC BARRA ASSIM BRANCO 80G        ","7908324403053"
"2115352","TIRA MANC BARRA ASSIM ROSA 80G          ","7908324401752"
"2115360","TIRA MANC PO ASSIM ROSA S/CLORO SCH 380G","7908324403046"
"2116170","BOL FOLHADA MANTEIGA BENEPAN 300G       ","7898056930715"
"2116189","BOLACHA BENEPAN ACEBOLADA 250G          ","7898914001243"
"2116197","BOLACHA BENEPAN ALHO 300G               ","7898056930739"
"2122804","SAND TOP DISNEY VERM CRUSH 33           ","7909690377528"
"2122812","SAND TOP DISNEY VERM CRUSH 35           ","7909690377535"
"2122820","SAND TOP DISNEY VERM CRUSH 37           ","7909690377542"
"2122839","SAND TOP DISNEY VERM CRUSH 39           ","7909690377559"
"2122855","SAND HAVAIANAS FANTASIA ROM LILAS CA 33 ","7909690259404"
"2122863","SAND HAVAIANAS FANTASIA ROM LILAS CA 35 ","7909690259411"
"2122871","SAND HAVAIANAS FANTASIA ROM LILAS CA 37 ","7909690259428"
"2122880","SAND HAVAIANAS FANTASIA ROM AZ LIL CA 39","7909690259435"
"2122901","PASTEL AURORA APERITIVO QUEIJO 350G     ","7891164028787"
"2122901","PASTEL AURORA APERITIVO QUEIJO 350G     ","47891164028785"
"2115573","SAND GRENDHA BELA CACAU BORBOLETAS ROSA ","7909806482467"
"2115581","SAND GRENDHA BELA CACAU BORBOLETA PR    ","7909806482788"
"2115590","SAND GRENDHA INF BELA CACAU FOFU LILAS  ","7909806867134"
"2115603","SAND RIDER STREET INF JOY DEDO AZ/AZ/BCO","7909806855551"
"2115611","SAND RIDER STREET INF JOY DED AZ/VER/BCO","7909806855858"
"2115620","SAND RIDER STREET INF JOY DED PT/AMA/LAR","7909806855759"
"2116685","IOG DANONE GREGO ABACAXI/LIMAO 90G      ","7891025123019"
"2116693","IOG DANONE GREGO MGO/CHOCO 90G          ","7891025123033"
"2116715","IOG DANONE GREGO FLOCOS 90G             ","7891025123040"
"2112817","BARRA CER NUTRY CAPPUCCINO 3X20G        ","7891331018399"
"2112825","BARRA CER NUTRY COOCKIES CREAM 3X20G    ","7891331018368"
"2123657","SAND KIDS ATHLETIC TURQUESA 35          ","7909843328711"
"2123860","COLHER SELETIVA UD ORIENTE 26CM         ","7899751103077"
"2123878","CONCHA SELETIVA UD ORIENTE 26CM         ","7899751103084"
"2123886","ESCUMADEIRA SELETIVA ORIENTE 25,5CM     ","7899751103091"
"2123894","ESPATULA SELETIVA VAZADA ORIENTE 21,5CM ","7899751103107"
"2123908","CANUDINHOS P RECHEAR UCHOA 270G         ","7898994748922"
"1096028","DESP BATERIA AMERICA 150TD              ","3000010960285"
"2116200","PAPEL HIG NOBLE F DUPLA 12X20M          ","7896061917608"
"2116243","ESPUMA BARBA GILLETTE SUAVE 150G        ","7702018951123"
"1095323","DESP GARFO REF ULTRA C/50               ","3000010953232"
"1095331","DESP VIDRO 4MM COMUM MED 50X65          ","3000010953317"
"2116669","GOMA FRESCA POTIGUAR 1KG                ","7898910185060"
"2116839","GAR TERM FRATELLI INOX 700ML            ","7899110624168"
"2116847","LIMPA CONTATO AEROFLEX MUNDI SPRAY 300ML","7898907527774"
"2116863","DESENGRIP ANTICORROS MUNDIAL SPRAY 321ML","7898907527439"
"2118173","SAND HAVAIANAS FANTASIA STYLE AREIA 33  ","7909690260615"
"2112922","BATATA FRITA RUFFLES CEB/SALSA 40G      ","7892840820107"
"2112930","SALGADINHO TORCIDA CHURRASCO 38G        ","7892840820299"
"2112949","BATATA FRITA RUFFLES ORIGINAL 40G       ","7892840820121"
"2122910","CHORIPAN AURORA 400G                    ","7891164028770"
"2122928","SAND FLAT DUO IRIDESCENT AZ WA 33       ","7909690883791"
"2122936","SAND FLAT DUO IRIDESCENT AZ WA 35       ","7909690883807"
"2122944","SAND FLAT DUO IRIDESCENT AZ WA 37       ","7909690883814"
"2122952","SAND FLAT DUO IRIDESCENT AZ WA 39       ","7909690883821"
"2122960","SAND FLAT DUO IRIDESCENT BEGE PA 33     ","7909690883746"
"2116723","IOG DANONE GREGO FRUTAS VERMELHA 90G    ","7891025123057"
"2116731","IOG DANONE GREGO TRADICIONAL 90G        ","7891025123064"
"2116740","IOG GREGO DANONE ORIGINAL 340G          ","7891025123361"
"2116758","IOG POLPA ACTIVIA MAMAO/CER BDJ 510G    ","7891025123217"
"2116766","IOG POLPA ACTIVIA MORANGO BDJ 510G      ","7891025123200"
"2116782","IOG POLPA ACTIVIA ZERO AMEIXA BDJ 510G  ","7891025123255"
"2116790","IOG POLPA ACTIVIA ZERO MORANGO BDJ 510G ","7891025123828"
"2119072","SAND IPANEMA AD BCO/BCO                 ","7909806651214"
"2119080","SAND IPANEMA AD AZ/BCO                  ","7909806651375"
"1095781","DESP BRINDE COCA COLA C G NATAL         ","3000010957810"
